university,year,rank_display,score,link,country,city,region,logo,type,research_output,student_faculty_ratio,international_students,size,faculty_count
Universidad de La Sabana,2017,651-700,,https://www.topuniversities.com/universities/universidad-de-la-sabana,Colombia,Bogotá,Latin America,https://www.topuniversities.com/sites/default/files/universidad-de-la-sabana_592560cf2aeae70239af4bcf_small.jpg,Private,Medium,12.0,290,L,1.012
University of Salamanca,2017,651-700,,https://www.topuniversities.com/universities/university-salamanca,Spain,Salamanca,Europe,https://www.topuniversities.com/sites/default/files/university-of-salamanca_544_small.jpg,Public,High,13.0,4.197,L,2.034
Universidad Iberoamericana IBERO,2017,651-700,,https://www.topuniversities.com/universities/universidad-iberoamericana-ibero,Mexico,Mexico City,Latin America,https://www.topuniversities.com/sites/default/files/universidad-iberoamericana-uia_592560cf2aeae70239af4b96_small.jpg,Private,Medium,12.0,379,L,1.190
Universidade Federal de São Carlos (UFSCar),2017,651-700,,https://www.topuniversities.com/universities/universidade-federal-de-sao-carlos-ufscar,Brazil,São Paulo,Latin America,https://www.topuniversities.com/sites/default/files/universidade-federal-de-so-carlos-ufscar_2748_small.jpg,Public,High,13.0,276,L,1.265
University of Modena and Reggio Emilia,2017,651-700,,https://www.topuniversities.com/universities/university-modena-reggio-emilia,Italy,Modena,Europe,https://www.topuniversities.com/sites/default/files/university-of-modena-and-reggio-emilia_411_small.jpg,Public,High,31.0,1.066,L,684
Universität Rostock,2017,651-700,,https://www.topuniversities.com/universities/universitat-rostock,Germany,Rostock,Europe,https://www.topuniversities.com/sites/default/files/universitt-rostock_592560cf2aeae70239af4fdb_small.jpg,Public,High,6.0,1.464,L,2.484
University at Albany SUNY,2017,651-700,,https://www.topuniversities.com/universities/university-albany-suny,United States,Albany,North America,https://www.topuniversities.com/sites/default/files/university-at-albany-suny_1835_small.jpg,Public,Very High,19.0,1.216,L,821
University of Calcutta,2017,651-700,,https://www.topuniversities.com/universities/university-calcutta,India,Kolkata,Asia,https://www.topuniversities.com/sites/default/files/university-of-calcutta_592560cf2aeae70239af4ad4_small.jpg,Public,Very High,20.0,103,L,773
University of Crete,2017,651-700,,https://www.topuniversities.com/universities/university-crete,Greece,Heraklion,Europe,https://www.topuniversities.com/sites/default/files/university-of-crete_147_small.jpg,Public,High,32.0,608,L,437
University of Debrecen,2017,651-700,,https://www.topuniversities.com/universities/university-debrecen,Hungary,Debrecen,Europe,https://www.topuniversities.com/sites/default/files/university-of-debrecen_592560cf2aeae70239af4fec_small.jpg,Public,High,12.0,6.258,L,2.011
University of Denver,2017,651-700,,https://www.topuniversities.com/universities/university-denver,United States,Denver,North America,https://www.topuniversities.com/sites/default/files/university-of-denver_157_small.jpg,Private,Very High,10.0,599,M,1.000
University of Haifa,2017,651-700,,https://www.topuniversities.com/universities/university-haifa,Israel,Haifa,Asia,https://www.topuniversities.com/sites/default/files/university-of-haifa_739_small.jpg,Public,Very High,8.0,887,L,1.978
University of Kwazulu-Natal,2017,651-700,,https://www.topuniversities.com/universities/university-kwazulu-natal,South Africa,Pinetown,Africa,https://www.topuniversities.com/sites/default/files/university-of-kwazulu-natal_433_small.jpg,Public,Very High,19.0,493,XL,1.582
University of Latvia,2017,651-700,,https://www.topuniversities.com/universities/university-latvia,Latvia,Riga,Europe,https://www.topuniversities.com/sites/default/files/university-of-latvia_592560cf2aeae70239af5637_small.jpg,Public,High,21.0,871,L,570
University of Milano-Bicocca ,2017,651-700,,https://www.topuniversities.com/universities/university-milano-bicocca,Italy,Milan,Europe,https://www.topuniversities.com/sites/default/files/university-of-milano-bicocca_14336_small.jpg,Public,Very High,42.0,2.153,XL,784
University of Patras,2017,651-700,,https://www.topuniversities.com/universities/university-patras,Greece,Patras,Europe,https://www.topuniversities.com/sites/default/files/university-of-patras_592560cf2aeae70239af4c6f_small.jpg,Public,High,30.0,"1,126",L,865
University of Plymouth,2017,651-700,,https://www.topuniversities.com/universities/university-plymouth,United Kingdom,Plymouth,Europe,https://www.topuniversities.com/sites/default/files/university-of-plymouth_592560cf2aeae70239af4c79_small.jpg,Public,High,15.0,2.559,L,1.056
University of Sharjah,2017,651-700,,https://www.topuniversities.com/universities/university-sharjah,United Arab Emirates,Sharjah,Asia,https://www.topuniversities.com/sites/default/files/university-of-sharjah_592560cf2aeae70239af5471_small.jpg,Private,High,18.0,6.988,L,678
University of Windsor,2017,651-700,,https://www.topuniversities.com/universities/university-windsor,Canada,Windsor,North America,https://www.topuniversities.com/sites/default/files/university-of-windsor_592560cf2aeae70239af5162_small.jpg,Public,High,41.0,2.414,L,323
University of Zagreb,2017,651-700,,https://www.topuniversities.com/universities/university-zagreb,Croatia,Zagreb,Europe,https://www.topuniversities.com/sites/default/files/university-of-zagreb_14110_small.jpg,Public,Very High,11.0,655,XL,5.259
Victoria University ,2017,651-700,,https://www.topuniversities.com/universities/victoria-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/victoria-university-_592560cf2aeae70239af4dd6_small.jpg,Public,High,33.0,5.336,L,507
Virginia Commonwealth University,2017,651-700,,https://www.topuniversities.com/universities/virginia-commonwealth-university,United States,Richmond,North America,https://www.topuniversities.com/sites/default/files/virginia-commonwealth-university_654_small.jpg,Public,Very High,9.0,995,L,2.771
Yeungnam University ,2017,651-700,,https://www.topuniversities.com/universities/yeungnam-university,South Korea,Gyeongsan,Asia,https://www.topuniversities.com/sites/default/files/yeungnam-university-_592560cf2aeae70239af4ee0_small.jpg,Private,High,14.0,"1,661",L,"1,478"
Kasetsart University,2017,701,,https://www.topuniversities.com/universities/kasetsart-university,Thailand,Bangkok,Asia,https://www.topuniversities.com/sites/default/files/kasetsart-university_312_small.jpg,Public,High,19.0,671,XL,3.489
Universidad Nacional de Rosario (UNR),2017,701,,https://www.topuniversities.com/universities/universidad-nacional-de-rosario-unr,Argentina,Rosario,Latin America,https://www.topuniversities.com/sites/default/files/universidad-nacional-de-rosario-unr_592560cf2aeae70239af511f_small.jpg,Public,Medium,9.0,,XL,10.707
Abu Dhabi University,2017,701,,https://www.topuniversities.com/universities/abu-dhabi-university,United Arab Emirates,Abu Dhabi,Asia,https://www.topuniversities.com/sites/default/files/abu-dhabi-university_592560cf2aeae70239af4f33_small.jpg,Private,Very High,17.0,2.426,S,239
Ain Shams University ,2017,701,,https://www.topuniversities.com/universities/ain-shams-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/ain-shams-university-_592560cf2aeae70239af4f38_small.jpg,Public,High,14.0,9.128,XL,10.912
Airlangga University,2017,701,,https://www.topuniversities.com/universities/airlangga-university,Indonesia,Surabaya,Asia,https://www.topuniversities.com/sites/default/files/airlangga-university_592560cf2aeae70239af4a90_small.jpg,Public,High,9.0,495,L,2.983
Al-Azhar University,2017,701,,https://www.topuniversities.com/universities/al-azhar-university,Egypt,Cairo,Africa,https://www.topuniversities.com/sites/default/files/al-azhar-university-_592560cf2aeae70239af4f37_small.jpg,Public,High,16.0,"20,664",XL,"18,933"
Alexandria University ,2017,701,,https://www.topuniversities.com/universities/alexandria-university,Egypt,Alexandria,Africa,https://www.topuniversities.com/sites/default/files/alexandria-university_1209_small.jpg,Public,High,19.0,"5,325",XL,"9,852"
Alexandru Ioan Cuza University,2017,701,,https://www.topuniversities.com/universities/alexandru-ioan-cuza-university,Romania,Iași,Europe,https://www.topuniversities.com/sites/default/files/alexandru-ioan-cuza-university_592560cf2aeae70239af5052_small.jpg,Public,Very High,22.0,"1,754",L,"1,077"
University of Klagenfurt,2017,701,,https://www.topuniversities.com/universities/university-klagenfurt,Austria,Klagenfurt,Europe,https://www.topuniversities.com/sites/default/files/university-of-klagenfurt_592560cf2aeae70239af51e0_small.jpg,Public,Very High,8.0,950,S,427
Ankara Üniversitesi,2017,701,,https://www.topuniversities.com/universities/ankara-universitesi,Turkey,Ankara,Asia,https://www.topuniversities.com/sites/default/files/ankara-niversitesi_592560cf2aeae70239af50a5_small.jpg,Public,High,17.0,3.661,XL,3.719
Aoyama Gakuin University,2017,701,,https://www.topuniversities.com/universities/aoyama-gakuin-university,Japan,Tokyo,Asia,https://www.topuniversities.com/sites/default/files/aoyama-gakuin-university_592560cf2aeae70239af4a9a_small.jpg,Private,High,20.0,630,L,949
Athens University of Economics and Business,2017,701,,https://www.topuniversities.com/universities/athens-university-economics-business,Greece,Athens,Europe,https://www.topuniversities.com/sites/default/files/athens-university-of-economics-and-business_34_small.jpg,Public,Very High,45.0,564,M,233
Auburn University,2017,701,,https://www.topuniversities.com/universities/auburn-university,United States,Auburn,North America,https://www.topuniversities.com/sites/default/files/auburn-university_592560cf2aeae70239af51d3_small.jpg,Public,Very High,18.0,2.283,L,1.507
Australian Catholic University,2017,701,,https://www.topuniversities.com/universities/australian-catholic-university,Australia,Melbourne,Oceania,https://www.topuniversities.com/sites/default/files/australian-catholic-university_592560cf2aeae70239af4dc8_small.jpg,Public,Very High,21.0,4.788,L,1.109
Babes-Bolyai University,2017,701,,https://www.topuniversities.com/universities/babes-bolyai-university,Romania,Cluj-Napoca,Europe,https://www.topuniversities.com/sites/default/files/babes-bolyai-university_592560cf2aeae70239af5299_small.jpg,Public,High,23.0,"1,568",XL,"1,613"
Baku State University,2017,701,,https://www.topuniversities.com/universities/baku-state-university,Azerbaijan,Baku,Asia,https://www.topuniversities.com/sites/default/files/baku-state-university_592560cf2aeae70239af55d4_small.jpg,Public,High,11.0,364,L,"2,106"
Banaras Hindu University,2017,701,,https://www.topuniversities.com/universities/banaras-hindu-university,India,Varanasi,Asia,https://www.topuniversities.com/sites/default/files/banaras-hindu-university_592560cf2aeae70239af4e08_small.jpg,Public,High,18.0,436,XL,"5,525"
Baylor University,2017,701,,https://www.topuniversities.com/universities/baylor-university,United States,Waco,North America,https://www.topuniversities.com/sites/default/files/baylor-university_804_small.jpg,Private,Very High,13.0,777,L,"1,294"
Beijing Jiaotong University,2017,701,,https://www.topuniversities.com/universities/beijing-jiaotong-university,China (Mainland),Beijing,Asia,https://www.topuniversities.com/sites/default/files/beijing-jiaotong-university_592560cf2aeae70239af525e_small.jpg,Public,Very High,13.0,2.504,L,2.111
Belarusian National Technical University (BNTU),2017,701,,https://www.topuniversities.com/universities/belarusian-national-technical-university-bntu,Belarus,Minsk,Europe,https://www.topuniversities.com/sites/default/files/belarusian-national-technical-university-bntu_592560cf2aeae70239af5828_small.jpg,Public,Medium,8.0,1.727,L,2.111
Benemérita Universidad Autónoma de Puebla,2017,701,,https://www.topuniversities.com/universities/benemerita-universidad-autonoma-de-puebla,Mexico,Puebla,Latin America,https://www.topuniversities.com/sites/default/files/benemrita-universidad-autnoma-de-puebla_592560cf2aeae70239af5478_small.jpg,Public,Medium,32.0,283,XL,"2,414"
Binghamton University SUNY,2017,701,,https://www.topuniversities.com/universities/binghamton-university-suny,United States,Binghamton,North America,https://www.topuniversities.com/sites/default/files/binghamton-university-suny_592560cf2aeae70239af51d4_small.jpg,Public,Very High,20.0,1.833,L,849
Bogor Agricultural University,2017,701,,https://www.topuniversities.com/universities/bogor-agricultural-university,Indonesia,Bogor,Asia,https://www.topuniversities.com/sites/default/files/bogor-agricultural-university_704_small.jpg,Public,Very High,7.0,745,L,3.353
Budapest University of Technology and Economics,2017,701,,https://www.topuniversities.com/universities/budapest-university-technology-economics,Hungary,Budapest,Europe,https://www.topuniversities.com/sites/default/files/budapest-university-of-technology-and-economics_592560cf2aeae70239af4feb_small.jpg,Public,Very High,14.0,1.988,L,1.320
Charles Sturt University ,2017,701,,https://www.topuniversities.com/universities/charles-sturt-university,Australia,Thurgoona,Oceania,https://www.topuniversities.com/sites/default/files/charles-sturt-university-_592560cf2aeae70239af4dcc_small.jpg,Public,Very High,12.0,4.862,M,971
Chungnam National University,2017,701,,https://www.topuniversities.com/universities/chungnam-national-university,South Korea,Daejeon,Asia,https://www.topuniversities.com/sites/default/files/chungnam-national-university_592560cf2aeae70239af4b02_small.jpg,Public,Very High,10.0,1.837,L,1.977
